Corpus,Text_ID,Participant_ID,Proficiency,Modality,Token,Lemma,Appropriate,Ambiguous,Inappropriate,Marked_form,Obligatory_form,Marked_form_simplified,Obligatory_form_simplified,Frequency,Regularity
CEDEL2,EN_SP_37_20_8_14_AB,AB,Lower advanced,Spoken,pensó,pensar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.89602983,regular
CEDEL2,EN_SP_37_20_8_14_AB,AB,Lower advanced,Spoken,quiere,querer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.945952018,irregular
CEDEL2,EN_SP_37_20_8_14_AB,AB,Lower advanced,Spoken,terminé,terminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.746382874,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,caminaba,caminar,0,0,1,imperfect,preterit,imperfect,preterit,0.9082784922,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,cambinaba,caminar,0,0,1,imperfect,preterit,imperfect,preterit,0.9082784922,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,coge,coger,0,0,1,present,preterit,present,preterit,1.291782854,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,di,dar,1,0,0,preterit,preterit,preterit,preterit,2.503756754,irregular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,di,dar,1,0,0,preterit,preterit,preterit,preterit,2.503756754,irregular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,estar,estar,0,0,1,infinitive,imperfect,other,imperfect,2.867952396,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,gritaba,gritar,0,0,1,imperfect,preterit,imperfect,preterit,1.526239094,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,gritó,gritar,1,0,0,preterit,preterit,preterit,preterit,1.526239094,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,iba,ir,1,0,0,imperfect,imperfect,imperfect,imperfect,2.327339719,irregular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,fui,ir,1,0,0,preterit,preterit,preterit,preterit,3.427518504,irregular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,puse,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,sentarse,sentar,0,0,1,infinitive,preterit,other,preterit,1.404797604,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_SP_25_20_1_14_SM,SM,Lower intermediate,Spoken,vi,ver,1,0,0,preterit,preterit,preterit,preterit,2.40296052,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,coger,coger,0,0,1,infinitive,preterit,other,preterit,1.291782854,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,corrió,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,decidió,decidir,1,0,0,preterit,preterit,preterit,preterit,2.02840824,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,deja,dejar,0,0,1,present,preterit,present,preterit,2.201307812,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,descubrió,descubrir,1,0,0,preterit,preterit,preterit,preterit,1.619481026,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,encuentro,encontrar,0,0,1,present,preterit,present,preterit,2.158446028,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,encuentra,encontrar,0,0,1,present,preterit,present,preterit,2.158446028,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,estar,estar,0,0,1,infinitive,imperfect,other,imperfect,2.867952396,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,hizo,hacer,1,0,0,preterit,preterit,preterit,preterit,2.65205113,irregular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,intentó,intentar,1,0,0,preterit,preterit,preterit,preterit,1.701169823,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,intentó,intentar,1,0,0,preterit,preterit,preterit,preterit,1.701169823,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,llamó,llamar,1,0,0,preterit,preterit,preterit,preterit,1.873908879,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,llegó,llegar,1,0,0,preterit,preterit,preterit,preterit,2.422201199,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,necesitó,necesitar,1,0,0,preterit,preterit,preterit,preterit,1.767423012,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,necesito,necesitar,0,0,1,present,preterit,present,preterit,1.767423012,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,pensaba,pensar,0,0,1,imperfect,preterit,imperfect,preterit,1.89602983,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,recoger,recoger,0,0,1,infinitive,preterit,other,preterit,1.090154071,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,redescrubrir,redescubrir,0,0,1,infinitive,preterit,other,preterit,0.129580016,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,sabía,saber,1,0,0,imperfect,imperfect,imperfect,imperfect,2.009152809,regular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,es,ser,0,0,1,present,imperfect,present,imperfect,3.211577309,irregular
CEDEL2,EN_SP_27_20_6.5_14_HM,HM,Lower intermediate,Spoken,tenía,tener,1,0,0,imperfect,imperfect,imperfect,imperfect,2.624223538,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,decidió,decidir,1,0,0,preterit,preterit,preterit,preterit,2.02840824,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,decidió,decidir,1,0,0,preterit,preterit,preterit,preterit,2.02840824,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,leí,leer,1,0,0,preterit,preterit,preterit,preterit,1.116942865,irregular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,luchó,luchar,1,0,0,preterit,preterit,preterit,preterit,1.174317603,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,quiere,querer,0,0,1,present,imperfect,present,imperfect,2.11692182,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_SP_28_21_4_14_SD,SD,Lower intermediate,Spoken,ver,ver,0,0,1,infinitive,preterit,other,preterit,2.40296052,regular
CEDEL2,EN_SP_14_23_1_14_BB,BB,Upper beginner,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,dice,decir,0,0,1,present,imperfect,present,imperfect,2.09527237,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,habló,hablar,1,0,0,preterit,preterit,preterit,preterit,1.78388505,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,es,ser,0,0,1,present,imperfect,present,imperfect,3.211577309,irregular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_SP_18_20_1.5_14_AM,AM,Upper beginner,Spoken,toma,tomar,0,0,1,present,preterit,present,preterit,2.139911406,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,cayó,caer,1,0,0,preterit,preterit,preterit,preterit,1.762306539,irregular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,da,dar,0,0,1,present,preterit,present,preterit,2.503756754,irregular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,dijo,decir,1,0,0,preterit,preterit,preterit,preterit,2.860541693,irregular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,dice,decir,0,0,1,present,imperfect,present,imperfect,2.09527237,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,encuentra,encontrar,0,0,1,present,preterit,present,preterit,2.158446028,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,encuentro,encontrar,0,0,1,present,preterit,present,preterit,2.158446028,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,está,estar,0,0,1,present,imperfect,present,imperfect,2.867952396,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,gritó,gritar,1,0,0,preterit,preterit,preterit,preterit,1.526239094,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,había,haber,1,0,0,imperfect,imperfect,imperfect,imperfect,3.180742566,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,había,haber,1,0,0,imperfect,imperfect,imperfect,imperfect,3.180742566,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,necesita,necesitar,0,0,1,present,imperfect,present,imperfect,1.496197189,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,puso,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,puso,poner,1,0,0,preterit,preterit,preterit,preterit,2.125102041,irregular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,quería,querer,1,0,0,imperfect,imperfect,imperfect,imperfect,2.11692182,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,regresó,regresar,1,0,0,preterit,preterit,preterit,preterit,1.571968143,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,tiene,tener,0,0,1,present,imperfect,present,imperfect,2.624223538,regular
CEDEL2,EN_SP_30_19_7_14_GK,GK,Upper intermediate,Spoken,ve,ver,0,0,1,present,preterit,present,preterit,2.40296052,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,dio,dar,1,0,0,preterit,preterit,preterit,preterit,2.503756754,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,dice,decir,0,0,1,present,imperfect,present,imperfect,2.09527237,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,encontró,encontrar,1,0,0,preterit,preterit,preterit,preterit,2.158446028,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,está,estar,0,0,1,present,preterit,present,preterit,2.209171861,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,está,estar,0,0,1,present,imperfect,present,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,estaba,estar,1,0,0,imperfect,imperfect,imperfect,imperfect,2.867952396,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,había,haber,1,0,0,imperfect,imperfect,imperfect,imperfect,3.180742566,regular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,huyó,huir,1,0,0,preterit,preterit,preterit,preterit,1.165153628,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,iba,ir,1,0,0,imperfect,imperfect,imperfect,imperfect,2.327339719,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,iba,ir,1,0,0,imperfect,imperfect,imperfect,imperfect,2.327339719,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,iba,ir,1,0,0,imperfect,imperfect,imperfect,imperfect,2.327339719,irregular
CEDEL2,EN_SP_31_21_6_14_PM,PM,Upper intermediate,Spoken,necesita,necesitar,0,0,1,present,imperfect,present,imperfect,1.496197189,regular
